"Code_geographique","Libelle_geographique","Salaire_net_horaire_moyen_en_2014_euro"
91376,"Marolles-en-Hurepoix","17,3"
91377,"Massy","16,2"
91386,"Mennecy","18,5"
91390,"Méréville","14,6"
91405,"Milly-la-Forêt","16,8"
91421,"Montgeron","16,8"
91425,"Montlhéry","16,9"
91432,"Morangis","16,2"
91433,"Morigny-Champigny","16,4"
91434,"Morsang-sur-Orge","15,9"
91457,"La Norville","17,8"
91458,"Nozay","19,4"
91461,"Ollainville","17,0"
91471,"Orsay","22,2"
91477,"Palaiseau","18,5"
91479,"Paray-Vieille-Poste","15,7"
91494,"Le Plessis-Pâté","17,3"
91511,"Pussay","13,3"
91514,"Quincy-sous-Sénart","14,7"
91521,"Ris-Orangis","13,7"
91534,"Saclay","23,3"
91540,"Saint-Chéron","15,9"
91549,"Sainte-Geneviève-des-Bois","15,6"
91552,"Saint-Germain-lès-Arpajon","15,0"
91553,"Saint-Germain-lès-Corbeil","19,3"
91570,"Saint-Michel-sur-Orge","15,1"
91573,"Saint-Pierre-du-Perray","16,4"
91577,"Saintry-sur-Seine","17,3"
91579,"Saint-Vrain","17,5"
91587,"Saulx-les-Chartreux","17,3"
91589,"Savigny-sur-Orge","16,3"
91600,"Soisy-sur-Seine","20,9"
91617,"Tigery","17,1"
91631,"Varennes-Jarcy","20,1"
91645,"Verrières-le-Buisson","26,1"
91648,"Vert-le-Grand","16,9"
91649,"Vert-le-Petit","16,6"
91657,"Vigneux-sur-Seine","13,9"
91659,"Villabé","15,1"
91661,"Villebon-sur-Yvette","18,2"
91665,"La Ville-du-Bois","17,3"
91666,"Villejust","17,2"
91667,"Villemoisson-sur-Orge","19,3"
91685,"Villiers-sur-Orge","17,3"
91687,"Viry-Châtillon","14,4"
91689,"Wissous","17,4"
91691,"Yerres","17,5"
91692,"Les Ulis","13,6"
92002,"Antony","20,8"
92004,"Asnières-sur-Seine","19,6"
92007,"Bagneux","14,2"
92009,"Bois-Colombes","22,0"
92012,"Boulogne-Billancourt","24,4"
92014,"Bourg-la-Reine","22,3"
92019,"Châtenay-Malabry","18,3"
92020,"Châtillon","19,4"
92022,"Chaville","22,1"
92023,"Clamart","20,4"
92024,"Clichy","15,8"
92025,"Colombes","18,1"
92026,"Courbevoie","21,9"
92032,"Fontenay-aux-Roses","18,9"
92033,"Garches","29,2"
92035,"La Garenne-Colombes","21,9"
92036,"Gennevilliers","12,7"
92040,"Issy-les-Moulineaux","22,1"
92044,"Levallois-Perret","24,0"
92046,"Malakoff","17,4"
92048,"Meudon","22,8"
92049,"Montrouge","19,4"
92050,"Nanterre","16,1"
92051,"Neuilly-sur-Seine","36,7"
92060,"Le Plessis-Robinson","19,8"
92062,"Puteaux","21,3"
92063,"Rueil-Malmaison","24,7"
92064,"Saint-Cloud","30,0"
92071,"Sceaux","26,2"
92072,"Sèvres","25,5"
92073,"Suresnes","23,3"
92075,"Vanves","19,9"
92076,"Vaucresson","32,8"
92077,"Ville-d'Avray","29,1"
92078,"Villeneuve-la-Garenne","13,1"
93001,"Aubervilliers","11,4"
93005,"Aulnay-sous-Bois","13,4"
93006,"Bagnolet","13,9"
93007,"Le Blanc-Mesnil","12,2"
93008,"Bobigny","11,3"
93010,"Bondy","12,8"
93013,"Le Bourget","12,6"
93014,"Clichy-sous-Bois","11,5"
93015,"Coubron","16,4"
93027,"La Courneuve","10,9"
93029,"Drancy","12,6"
93030,"Dugny","11,8"
93031,"Épinay-sur-Seine","12,5"
93032,"Gagny","15,1"
93033,"Gournay-sur-Marne","19,2"
93039,"L'Île-Saint-Denis","12,9"
93045,"Les Lilas","16,7"
93046,"Livry-Gargan","14,3"
93047,"Montfermeil","13,8"
93048,"Montreuil","14,9"
93049,"Neuilly-Plaisance","16,6"
93050,"Neuilly-sur-Marne","13,9"
93051,"Noisy-le-Grand","15,2"
93053,"Noisy-le-Sec","13,1"
93055,"Pantin","13,5"
93057,"Les Pavillons-sous-Bois","14,5"
93059,"Pierrefitte-sur-Seine","11,6"
93061,"Le Pré-Saint-Gervais","14,9"
93062,"Le Raincy","19,1"
93063,"Romainville","13,7"
93064,"Rosny-sous-Bois","14,3"
93066,"Saint-Denis","12,6"
93070,"Saint-Ouen","14,1"
93071,"Sevran","12,3"
93072,"Stains","11,5"
93073,"Tremblay-en-France","14,7"
93074,"Vaujours","14,8"
93077,"Villemomble","15,5"
93078,"Villepinte","13,2"
93079,"Villetaneuse","11,3"
94001,"Ablon-sur-Seine","15,3"
94002,"Alfortville","15,0"
94003,"Arcueil","16,3"
94004,"Boissy-Saint-Léger","13,9"
94011,"Bonneuil-sur-Marne","12,9"
94015,"Bry-sur-Marne","20,0"
94016,"Cachan","17,4"
94017,"Champigny-sur-Marne","14,7"
94018,"Charenton-le-Pont","19,8"
94019,"Chennevières-sur-Marne","15,8"
94021,"Chevilly-Larue","14,9"
94022,"Choisy-le-Roi","14,2"
94028,"Créteil","14,3"
94033,"Fontenay-sous-Bois","18,1"
94034,"Fresnes","16,0"
94037,"Gentilly","15,4"
94038,"L'Haÿ-les-Roses","17,1"
94041,"Ivry-sur-Seine","14,0"
94042,"Joinville-le-Pont","18,8"
94043,"Le Kremlin-Bicêtre","16,1"
94044,"Limeil-Brévannes","14,4"
94046,"Maisons-Alfort","16,9"
94047,"Mandres-les-Roses","17,4"
94048,"Marolles-en-Brie","22,0"
94052,"Nogent-sur-Marne","21,8"
94053,"Noiseau","17,6"
94054,"Orly","13,2"
94055,"Ormesson-sur-Marne","18,5"
94056,"Périgny","18,3"
94058,"Le Perreux-sur-Marne","20,0"
94059,"Le Plessis-Trévise","16,4"
94060,"La Queue-en-Brie","15,7"
94065,"Rungis","18,3"
94067,"Saint-Mandé","23,2"
94068,"Saint-Maur-des-Fossés","20,7"
94069,"Saint-Maurice","19,5"
94070,"Santeny","22,3"
94071,"Sucy-en-Brie","18,1"
94073,"Thiais","15,6"
94074,"Valenton","12,0"
94075,"Villecresnes","17,6"
94076,"Villejuif","14,6"
94077,"Villeneuve-le-Roi","13,8"
94078,"Villeneuve-Saint-Georges","12,1"
94079,"Villiers-sur-Marne","15,7"
94080,"Vincennes","21,7"
94081,"Vitry-sur-Seine","13,4"
95014,"Andilly","20,5"
95018,"Argenteuil","14,0"
95019,"Arnouville","14,0"
95026,"Asnières-sur-Oise","17,9"
95039,"Auvers-sur-Oise","18,3"
95042,"Baillet-en-France","17,2"
95051,"Beauchamp","17,9"
95052,"Beaumont-sur-Oise","13,3"
95056,"Belloy-en-France","15,9"
95058,"Bernes-sur-Oise","13,6"
95060,"Bessancourt","16,6"
95063,"Bezons","14,2"
95091,"Bouffémont","16,2"
95116,"Bruyères-sur-Oise","13,8"
95120,"Butry-sur-Oise","17,7"
95127,"Cergy","14,2"
95134,"Champagne-sur-Oise","16,5"
95149,"Chaumontel","18,0"
95176,"Cormeilles-en-Parisis","17,9"
95183,"Courdimanche","17,3"
95197,"Deuil-la-Barre","16,4"
95199,"Domont","15,5"
95203,"Eaubonne","17,7"
95205,"Écouen","15,3"
95210,"Enghien-les-Bains","20,4"
95211,"Ennery","17,2"
95218,"Éragny","15,7"
95219,"Ermont","16,4"
95229,"Ézanville","15,5"
95250,"Fosses","14,4"
95252,"Franconville","15,2"
95256,"Frépillon","17,3"
95257,"La Frette-sur-Seine","20,0"
95268,"Garges-lès-Gonesse","11,3"
95277,"Gonesse","12,6"
95280,"Goussainville","12,4"
95288,"Groslay","17,2"
95306,"Herblay","17,5"
95313,"L'Isle-Adam","19,0"
95323,"Jouy-le-Moutier","15,5"
95351,"Louvres","14,1"
95352,"Luzarches","17,7"
95355,"Magny-en-Vexin","14,5"
95369,"Margency","20,7"
95370,"Marines","16,3"
95371,"Marly-la-Ville","15,9"
95388,"Menucourt","15,9"
95392,"Mériel","17,2"
95394,"Méry-sur-Oise","16,3"
95424,"Montigny-lès-Cormeilles","14,5"
95426,"Montlignon","22,1"
95427,"Montmagny","14,2"
95428,"Montmorency","19,6"
95430,"Montsoult","17,4"
95450,"Neuville-sur-Oise","20,6"
95476,"Osny","16,2"
95480,"Parmain","19,0"
95487,"Persan","12,2"
95488,"Pierrelaye","14,4"
95491,"Le Plessis-Bouchard","18,4"
95500,"Pontoise","14,6"
95504,"Presles","18,1"
95509,"Puiseux-en-France","16,1"
95527,"Roissy-en-France","15,3"
95539,"Saint-Brice-sous-Forêt","15,7"
95555,"Saint-Gratien","16,3"
95563,"Saint-Leu-la-Forêt","18,7"
95566,"Saint-Martin-du-Tertre","15,1"
95572,"Saint-Ouen-l'Aumône","13,8"
95574,"Saint-Prix","21,3"
95580,"Saint-Witz","24,7"
95582,"Sannois","16,3"
95585,"Sarcelles","11,7"
95598,"Soisy-sous-Montmorency","17,4"
95604,"Survilliers","14,4"
95607,"Taverny","16,1"
95612,"Le Thillay","13,7"
95637,"Vauréal","16,3"
95641,"Vémars","16,3"
95652,"Viarmes","16,7"
95680,"Villiers-le-Bel","11,4"
97101,"Les Abymes","12,7"
97102,"Anse-Bertrand","12,0"
97103,"Baie-Mahault","16,2"
97104,"Baillif","12,0"
97105,"Basse-Terre","12,9"
97106,"Bouillante","11,6"
97107,"Capesterre-Belle-Eau","12,2"
97109,"Gourbeyre","12,4"
97111,"Deshaies","12,3"
97112,"Grand-Bourg","11,7"
97113,"Le Gosier","15,5"
97114,"Goyave","14,4"
97115,"Lamentin","14,0"
97116,"Morne-à-l'Eau","12,8"
97117,"Le Moule","13,0"
97118,"Petit-Bourg","16,6"
97119,"Petit-Canal","11,9"
97120,"Pointe-à-Pitre","13,1"
97121,"Pointe-Noire","11,5"
97122,"Port-Louis","12,0"
97124,"Saint-Claude","13,7"
97125,"Saint-François","13,9"
97128,"Sainte-Anne","13,4"
97129,"Sainte-Rose","13,1"
97132,"Trois-Rivières","13,1"
97134,"Vieux-Habitants","11,6"
97202,"Les Anses-d'Arlet","12,9"
97203,"Basse-Pointe","10,9"
97204,"Le Carbet","13,6"
97205,"Case-Pilote","15,3"
97206,"Le Diamant","15,5"
97207,"Ducos","13,8"
97209,"Fort-de-France","13,7"
97210,"Le François","14,5"
97212,"Gros-Morne","12,0"
97213,"Le Lamentin","14,0"
97214,"Le Lorrain","11,3"
97216,"Le Marigot","11,7"
97217,"Le Marin","11,6"
97218,"Le Morne-Rouge","11,9"
97220,"Rivière-Pilote","11,8"
97221,"Rivière-Salée","13,7"
97222,"Le Robert","13,4"
97223,"Saint-Esprit","12,4"
97224,"Saint-Joseph","13,4"
97225,"Saint-Pierre","11,5"
97226,"Sainte-Anne","12,4"
97227,"Sainte-Luce","13,6"
97228,"Sainte-Marie","11,9"
97229,"Schoelcher","15,8"
97230,"La Trinité","13,0"
97231,"Les Trois-Îlets","14,9"
97232,"Le Vauclin","12,7"
97302,"Cayenne","12,8"
97304,"Kourou","17,6"
97305,"Macouria","14,4"
97307,"Matoury","13,3"
97309,"Remire-Montjoly","16,8"
97310,"Roura","12,7"
97311,"Saint-Laurent-du-Maroni","11,2"
97313,"Montsinéry-Tonnegrande","14,9"
97401,"Les Avirons","13,4"
97402,"Bras-Panon","12,0"
97403,"Entre-Deux","12,3"
97404,"L'Étang-Salé","13,2"
97405,"Petite-Île","11,9"
97406,"La Plaine-des-Palmistes","11,9"
97407,"Le Port","11,9"
97408,"La Possession","15,1"
97409,"Saint-André","11,8"
97410,"Saint-Benoît","11,7"
97411,"Saint-Denis","13,9"
97412,"Saint-Joseph","11,3"
97413,"Saint-Leu","12,6"
97414,"Saint-Louis","11,4"
97415,"Saint-Paul","13,5"
97416,"Saint-Pierre","11,9"
97418,"Sainte-Marie","13,4"
97419,"Sainte-Rose","10,9"
97420,"Sainte-Suzanne","12,9"
97421,"Salazie","10,4"
97422,"Le Tampon","12,0"
97423,"Les Trois-Bassins","11,4"
97424,"Cilaos","10,4"
